298,coverage2sql,openstack/coverage2sql,73266632,60,0,0,0
299,tripleo-quickstart-extras,openstack/tripleo-quickstart-extras,73192844,589,0,0,0
300,manila-test-image,openstack/manila-test-image,72722775,53,0,0,0
301,charm-nova-compute-proxy,openstack/charm-nova-compute-proxy,72616519,3,0,0,0
302,charm-manila-generic,openstack/charm-manila-generic,72479191,43,0,0,0
303,charm-interface-manila-plugin,openstack/charm-interface-manila-plugin,72479159,11,0,0,0
304,molteniron,openstack/molteniron,71483695,53,0,0,0
305,python-masakariclient,openstack/python-masakariclient,71114108,66,0,0,0
306,masakari-monitors,openstack/masakari-monitors,71113678,157,0,0,0
307,puppet-cloudkitty,openstack/puppet-cloudkitty,69446938,157,26,0.165605096,1
308,charms.ceph,openstack/charms.ceph,69008744,22,0,0,0
309,charm-interface-neutron-plugin-api-subordinate,openstack/charm-interface-neutron-plugin-api-subordinate,68704858,12,0,0,0
310,cookbook-openstack-application-catalog,openstack/cookbook-openstack-application-catalog,68362905,28,0,0,0
311,charm-manila,openstack/charm-manila,67786652,49,0,0,0
312,zun-ui,openstack/zun-ui,67681668,206,0,0,0
313,charm-interface-service-control,openstack/charm-interface-service-control,67493400,13,0,0,0
314,puppet-qdr,openstack/puppet-qdr,67406689,55,6,0.109090909,0
315,monasca-events-api,openstack/monasca-events-api,67036904,128,0,0,0
316,openstack-ansible-os_trove,openstack/openstack-ansible-os_trove,66631323,71,0,0,0
317,puppet-panko,openstack/puppet-panko,66568704,2,0,0,0
318,openstack-ansible-haproxy_server,openstack/openstack-ansible-haproxy_server,66266334,82,0,0,0
319,openstack-ansible-ceph_client,openstack/openstack-ansible-ceph_client,66266318,81,0,0,0
320,murano-pkg-check,openstack/murano-pkg-check,66065711,72,0,0,0
321,openstack-ansible-tests,openstack/openstack-ansible-tests,64914112,88,0,0,0
322,charm-barbican-softhsm,openstack/charm-barbican-softhsm,64736363,32,0,0,0
323,charm-barbican,openstack/charm-barbican,64736358,48,0,0,0
324,mistral-lib,openstack/mistral-lib,63398427,65,0,0,0
325,charm-aodh,openstack/charm-aodh,63358832,46,0,0,0
326,monasca-grafana-datasource,openstack/monasca-grafana-datasource,63348309,24,0,0,0
327,charm-designate-bind,openstack/charm-designate-bind,63347755,39,0,0,0
328,charm-designate,openstack/charm-designate,63347737,51,0,0,0
329,charm-layer-openstack-principle,openstack/charm-layer-openstack-principle,62715728,15,0,0,0
330,charm-layer-openstack-api,openstack/charm-layer-openstack-api,62715719,13,0,0,0
331,charm-layer-openstack,openstack/charm-layer-openstack,62715707,35,0,0,0
332,charm-interface-rabbitmq,openstack/charm-interface-rabbitmq,62715694,9,0,0,0
333,charm-interface-ovsdb-manager,openstack/charm-interface-ovsdb-manager,62715686,3,0,0,0
334,charm-interface-openstack-ha,openstack/charm-interface-openstack-ha,62715674,9,0,0,0
335,charm-interface-odl-controller-api,openstack/charm-interface-odl-controller-api,62715665,3,0,0,0
336,charm-interface-neutron-plugin,openstack/charm-interface-neutron-plugin,62715655,14,0,0,0
337,charm-interface-mysql-shared,openstack/charm-interface-mysql-shared,62715647,15,0,0,0
338,charm-interface-keystone-credentials,openstack/charm-interface-keystone-credentials,62715636,10,0,0,0
339,charm-interface-keystone,openstack/charm-interface-keystone,62715629,11,0,0,0
340,charm-interface-hacluster,openstack/charm-interface-hacluster,62715620,19,0,0,0
341,charm-interface-bind-rndc,openstack/charm-interface-bind-rndc,62715609,13,0,0,0
342,charm-ceph-proxy,openstack/charm-ceph-proxy,62662401,219,0,0,0
343,python-zunclient,openstack/python-zunclient,62374948,148,0,0,0
344,charms.openstack,openstack/charms.openstack,62124382,58,0,0,0
345,charm-guide,openstack/charm-guide,62070817,173,0,0,0
346,masakari,openstack/masakari,61782314,379,0,0,0
347,charm-specs,openstack/charm-specs,61305803,188,0,0,0
348,panko,openstack/panko,61236292,2,0,0,0
349,karma-subunit-reporter,openstack/karma-subunit-reporter,61099402,11,0,0,0
350,puppet-tacker,openstack/puppet-tacker,60759422,128,19,0.1484375,1
351,js-openstack-lib,openstack/js-openstack-lib,60301562,70,0,0,0
